도엽번호,도엽명,축척,고시일자,지도종류,촬영연도,조사연도,제작연도,고시번호
336071336,제주1336,1000,2008-12-30,3,2008,2008,2008,2008-875
359130686,부산0686,1000,2005-02-04,3,2004,2004,2004,2005-124
359130687,부산0687,1000,2005-02-04,3,2004,2004,2004,2005-124
359130688,부산0688,1000,2005-02-04,3,2004,2004,2004,2005-124
359130689,부산0689,1000,2005-02-04,3,2004,2004,2004,2005-124
359130690,부산0690,1000,2005-02-04,3,2004,2004,2004,2005-124
359130691,부산0691,1000,2007-11-21,3,2007,2007,2007,2007-632
359130692,부산0692,1000,2007-11-21,3,2007,2007,2007,2007-632
359130694,부산0694,1000,2005-02-04,3,2004,2004,2004,2005-124
359130695,부산0695,1000,2005-02-04,3,2004,2004,2004,2005-124
359130696,부산0696,1000,2005-02-04,3,2004,2004,2004,2005-124
359130697,부산0697,1000,2005-02-04,3,2004,2004,2004,2005-124
359130698,부산0698,1000,2005-02-04,3,2004,2004,2004,2005-124
359130699,부산0699,1000,2005-02-04,3,2004,2004,2004,2005-124
359130700,부산0700,1000,2006-12-29,3,2006,2006,2006,2006-755
359130701,부산0701,1000,2006-12-29,3,2006,2006,2006,2006-755
359130702,부산0702,1000,2006-12-29,3,2006,2006,2006,2006-755
359130703,부산0703,1000,2006-12-29,3,2006,2006,2006,2006-755
359130704,부산0704,1000,2006-12-29,3,2006,2006,2006,2006-755
359130705,부산0705,1000,2006-12-29,3,2006,2006,2006,2006-755
359130706,부산0706,1000,2006-12-29,3,2006,2006,2006,2006-755
359130707,부산0707,1000,2006-12-29,3,2006,2006,2006,2006-755
359130708,부산0708,1000,2006-12-29,3,2006,2006,2006,2006-755
359130709,부산0709,1000,2006-12-29,3,2006,2006,2006,2006-755
359130710,부산0710,1000,2006-12-29,3,2006,2006,2006,2006-755
359130711,부산0711,1000,2006-12-29,3,2006,2006,2006,2006-755
359130712,부산0712,1000,2006-12-29,3,2006,2006,2006,2006-755
359130713,부산0713,1000,2006-12-29,3,2006,2006,2006,2006-755
359130714,부산0714,1000,2006-12-29,3,2006,2006,2006,2006-755
359130715,부산0715,1000,2006-12-29,3,2006,2006,2006,2006-755
359130716,부산0716,1000,2006-12-29,3,2006,2006,2006,2006-755
359130717,부산0717,1000,2006-12-29,3,2006,2006,2006,2006-755
359130718,부산0718,1000,2006-12-29,3,2006,2006,2006,2006-755
359130719,부산0719,1000,2006-12-29,3,2006,2006,2006,2006-755
359130720,부산0720,1000,2006-12-29,3,2006,2006,2006,2006-755
359130721,부산0721,1000,2006-12-29,3,2006,2006,2006,2006-755
359130722,부산0722,1000,2006-12-29,3,2006,2006,2006,2006-755
359130723,부산0723,1000,2006-12-29,3,2006,2006,2006,2006-755
359130724,부산0724,1000,2006-12-29,3,2006,2006,2006,2006-755
359130725,부산0725,1000,2006-12-29,3,2006,2006,2006,2006-755
359130726,부산0726,1000,2006-12-29,3,2006,2006,2006,2006-755
359130727,부산0727,1000,2006-12-29,3,2006,2006,2006,2006-755
359130728,부산0728,1000,2006-12-29,3,2006,2006,2006,2006-755
359130729,부산0729,1000,2006-12-29,3,2006,2006,2006,2006-755
359130730,부산0730,1000,2006-12-29,3,2006,2006,2006,2006-755
359130731,부산0731,1000,2006-12-29,3,2006,2006,2006,2006-755
359130732,부산0732,1000,2006-12-29,3,2006,2006,2006,2006-755
359130733,부산0733,1000,2006-12-29,3,2006,2006,2006,2006-755
359130734,부산0734,1000,2006-12-29,3,2006,2006,2006,2006-755
359130735,부산0735,1000,2006-12-29,3,2006,2006,2006,2006-755
359130736,부산0736,1000,2006-12-29,3,2006,2006,2006,2006-755
376072444,김포2444,1000,2004-01-05,3,2002,2003,2003,2004-001
376072445,김포2445,1000,2004-01-05,3,2002,2003,2003,2004-001
376072446,김포2446,1000,2004-01-05,3,2002,2003,2003,2004-001
376072447,김포2447,1000,2004-01-05,3,2002,2003,2003,2004-001
376072448,김포2448,1000,2007-12-10,3,2007,2007,2007,2007-675
376072449,김포2449,1000,2007-12-10,3,2007,2007,2007,2007-675
376072450,김포2450,1000,2007-12-10,3,2007,2007,2007,2007-675
376072451,김포2451,1000,2004-01-05,3,2002,2003,2003,2004-001
376072452,김포2452,1000,2004-01-05,3,2002,2003,2003,2004-001
376072453,김포2453,1000,2004-01-05,3,2002,2003,2003,2004-001
376072454,김포2454,1000,2004-01-05,3,2002,2003,2003,2004-001
376072455,김포2455,1000,2004-01-05,3,2002,2003,2003,2004-001
376072456,김포2456,1000,2004-01-05,3,2002,2003,2003,2004-001
376072457,김포2457,1000,2004-01-05,3,2002,2003,2003,2004-001
376072458,김포2458,1000,2007-12-10,3,2007,2007,2007,2007-675
376072459,김포2459,1000,2007-12-10,3,2007,2007,2007,2007-675
376072460,김포2460,1000,2007-12-10,3,2007,2007,2007,2007-675
376072461,김포2461,1000,2004-01-05,3,2002,2003,2003,2004-001
376072462,김포2462,1000,2004-01-05,3,2002,2003,2003,2004-001
376072463,김포2463,1000,2004-01-05,3,2002,2003,2003,2004-001
376072464,김포2464,1000,2004-01-05,3,2002,2003,2003,2004-001
376072465,김포2465,1000,2004-01-05,3,2002,2003,2003,2004-001
376072466,김포2466,1000,2004-01-05,3,2002,2003,2003,2004-001
376072467,김포2467,1000,2004-01-05,3,2002,2003,2003,2004-001
376072468,김포2468,1000,2007-12-10,3,2007,2007,2007,2007-675
376072469,김포2469,1000,2007-12-10,3,2007,2007,2007,2007-675
376072470,김포2470,1000,2007-12-10,3,2007,2007,2007,2007-675
376072471,김포2471,1000,2004-01-05,3,2002,2003,2003,2004-001
376072472,김포2472,1000,2004-01-05,3,2002,2003,2003,2004-001
376072473,김포2473,1000,2004-01-05,3,2002,2003,2003,2004-001
376072474,김포2474,1000,2004-01-05,3,2002,2003,2003,2004-001
376072475,김포2475,1000,2004-01-05,3,2002,2003,2003,2004-001
376072476,김포2476,1000,2004-01-05,3,2002,2003,2003,2004-001
376072477,김포2477,1000,2004-01-05,3,2002,2003,2003,2004-001
376072479,김포2479,1000,2007-12-10,3,2007,2007,2007,2007-675
376072480,김포2480,1000,2007-12-10,3,2007,2007,2007,2007-675
376072481,김포2481,1000,2004-01-05,3,2002,2003,2003,2004-001
376072482,김포2482,1000,2004-01-05,3,2002,2003,2003,2004-001
376072483,김포2483,1000,2004-01-05,3,2002,2003,2003,2004-001
376072484,김포2484,1000,2010-11-09,3,2009,2010,2010,2010-777
376072485,김포2485,1000,2004-01-05,3,2002,2003,2003,2004-001
376072486,김포2486,1000,2004-01-05,3,2002,2003,2003,2004-001
376072487,김포2487,1000,2004-01-05,3,2002,2003,2003,2004-001
376072489,김포2489,1000,2007-12-10,3,2007,2007,2007,2007-675
376072490,김포2490,1000,2007-12-10,3,2007,2007,2007,2007-675
376072491,김포2491,1000,2004-01-05,3,2002,2003,2003,2004-001
376072492,김포2492,1000,2004-01-05,3,2002,2003,2003,2004-001
376072493,김포2493,1000,2004-01-05,3,2002,2003,2003,2004-001
376072494,김포2494,1000,2010-11-09,3,2009,2010,2010,2010-777
376072495,김포2495,1000,2004-01-05,3,2002,2003,2003,2004-001
376072496,김포2496,1000,2004-01-05,3,2002,2003,2003,2004-001
376072497,김포2497,1000,2004-01-05,3,2002,2003,2003,2004-001
376072498,김포2498,1000,2004-01-05,3,2002,2003,2003,2004-001
376072499,김포2499,1000,2007-12-10,3,2007,2007,2007,2007-675
376072501,김포2501,1000,2004-01-05,3,2002,2003,2003,2004-001
376072502,김포2502,1000,2004-01-05,3,2002,2003,2003,2004-001
376072503,김포2503,1000,2007-12-10,3,2007,2007,2007,2007-675
376072504,김포2504,1000,2007-12-10,3,2007,2007,2007,2007-675
376072505,김포2505,1000,2007-12-10,3,2007,2007,2007,2007-675
376072506,김포2506,1000,2007-12-10,3,2007,2007,2007,2007-675
376072507,김포2507,1000,2007-12-10,3,2007,2007,2007,2007-675
376072508,김포2508,1000,2007-12-10,3,2007,2007,2007,2007-675
36803046,영주046,5000,2010-11-24,0,2009,2010,2010,2010-836
36803047,영주047,5000,2010-11-24,0,2009,2010,2010,2010-836
36803048,영주048,5000,2010-11-24,0,2009,2010,2010,2010-836
36803049,영주049,5000,2010-11-24,0,2009,2010,2010,2010-836
36803050,영주050,5000,2010-11-24,0,2009,2010,2010,2010-836
36803051,영주051,5000,2010-11-24,0,2009,2010,2010,2010-836
36803052,영주052,5000,2010-11-24,0,2009,2010,2010,2010-836
36803053,영주053,5000,2010-11-24,0,2009,2010,2010,2010-836
36803054,영주054,5000,2010-11-24,0,2009,2010,2010,2010-836
36803055,영주055,5000,2010-11-24,0,2009,2010,2010,2010-836
36803056,영주056,5000,2010-11-24,0,2009,2010,2010,2010-836
35905095,언양095,5000,2010-01-19,3,2008,2009,2009,2010-52
36906013,병곡013,5000,2010-11-24,0,2009,2010,2010,2010-836
36906014,병곡014,5000,2010-11-24,0,2009,2010,2010,2010-836
36906015,병곡015,5000,2010-11-24,0,2009,2010,2010,2010-836
36906016,병곡016,5000,2010-11-24,0,2009,2010,2010,2010-836
36906017,병곡017,5000,2010-11-24,0,2009,2010,2010,2010-836
36906018,병곡018,5000,2010-11-24,0,2009,2010,2010,2010-836
36906019,병곡019,5000,2010-11-24,0,2009,2010,2010,2010-836
36906020,병곡020,5000,2010-11-24,0,2009,2010,2010,2010-836
36906021,병곡021,5000,2010-11-24,0,2009,2010,2010,2010-836
36906022,병곡022,5000,2010-11-24,0,2009,2010,2010,2010-836
36906023,병곡023,5000,2010-11-24,0,2009,2010,2010,2010-836
36906024,병곡024,5000,2010-11-24,0,2009,2010,2010,2010-836
36906025,병곡025,5000,2010-11-24,0,2009,2010,2010,2010-836
36906026,병곡026,5000,2010-11-24,0,2009,2010,2010,2010-836
36906027,병곡027,5000,2010-11-24,0,2009,2010,2010,2010-836
36906028,병곡028,5000,2010-11-24,0,2009,2010,2010,2010-836
36906029,병곡029,5000,2010-11-24,0,2009,2010,2010,2010-836
36906030,병곡030,5000,2010-11-24,0,2009,2010,2010,2010-836
36906031,병곡031,5000,2010-11-24,0,2009,2010,2010,2010-836
36906032,병곡032,5000,2010-11-24,0,2009,2010,2010,2010-836
36906033,병곡033,5000,2010-11-24,0,2009,2010,2010,2010-836
36906034,병곡034,5000,2010-11-24,0,2009,2010,2010,2010-836
36906035,병곡035,5000,2010-11-24,0,2009,2010,2010,2010-836
36906036,병곡036,5000,2010-11-24,0,2009,2010,2010,2010-836
36906037,병곡037,5000,2010-11-24,0,2009,2010,2010,2010-836
36906038,병곡038,5000,2010-11-24,0,2009,2010,2010,2010-836
36906039,병곡039,5000,2010-11-24,0,2009,2010,2010,2010-836
36906041,병곡041,5000,2010-11-24,0,2009,2010,2010,2010-836
36906042,병곡042,5000,2010-11-24,0,2009,2010,2010,2010-836
36906043,병곡043,5000,2010-11-24,0,2009,2010,2010,2010-836
36906044,병곡044,5000,2010-11-24,0,2009,2010,2010,2010-836
36906045,병곡045,5000,2010-11-24,0,2009,2010,2010,2010-836
36906046,병곡046,5000,2010-11-24,0,2009,2010,2010,2010-836
36906047,병곡047,5000,2010-11-24,0,2009,2010,2010,2010-836
36906048,병곡048,5000,2010-11-24,0,2009,2010,2010,2010-836
36906051,병곡051,5000,2010-11-24,0,2009,2010,2010,2010-836
36906052,병곡052,5000,2010-11-24,0,2009,2010,2010,2010-836
36906053,병곡053,5000,2010-11-24,0,2009,2010,2010,2010-836
36906054,병곡054,5000,2010-11-24,0,2009,2010,2010,2010-836
36906055,병곡055,5000,2010-11-24,0,2009,2010,2010,2010-836
36906056,병곡056,5000,2010-11-24,0,2009,2010,2010,2010-836
36906057,병곡057,5000,2010-11-24,0,2009,2010,2010,2010-836
36906061,병곡061,5000,2010-11-24,0,2009,2010,2010,2010-836
36906062,병곡062,5000,2010-11-24,0,2009,2010,2010,2010-836
36906063,병곡063,5000,2010-11-24,0,2009,2010,2010,2010-836
36906064,병곡064,5000,2010-11-24,0,2009,2010,2010,2010-836
36906065,병곡065,5000,2010-11-24,0,2009,2010,2010,2010-836
36906066,병곡066,5000,2010-11-24,0,2009,2010,2010,2010-836
36906067,병곡067,5000,2010-11-24,0,2009,2010,2010,2010-836
36906071,병곡071,5000,2010-11-24,0,2009,2010,2010,2010-836
36906072,병곡072,5000,2010-11-24,0,2009,2010,2010,2010-836
36906073,병곡073,5000,2010-11-24,0,2009,2010,2010,2010-836
36906074,병곡074,5000,2010-11-24,0,2009,2010,2010,2010-836
36906075,병곡075,5000,2010-11-24,0,2009,2010,2010,2010-836
36906076,병곡076,5000,2010-11-24,0,2009,2010,2010,2010-836
36906077,병곡077,5000,2010-11-24,0,2009,2010,2010,2010-836
36906078,병곡078,5000,2010-11-24,0,2009,2010,2010,2010-836
36906081,병곡081,5000,2010-11-24,0,2009,2010,2010,2010-836
36906082,병곡082,5000,2010-11-24,0,2009,2010,2010,2010-836
36906083,병곡083,5000,2010-11-24,0,2009,2010,2010,2010-836
36906084,병곡084,5000,2010-11-24,0,2009,2010,2010,2010-836
36906085,병곡085,5000,2010-11-24,0,2009,2010,2010,2010-836
36906086,병곡086,5000,2010-11-24,0,2009,2010,2010,2010-836
36906087,병곡087,5000,2010-11-24,0,2009,2010,2010,2010-836
36906088,병곡088,5000,2010-11-24,0,2009,2010,2010,2010-836
36906091,병곡091,5000,2010-11-24,0,2009,2010,2010,2010-836
36906092,병곡092,5000,2010-11-24,0,2009,2010,2010,2010-836
36906093,병곡093,5000,2010-11-24,0,2009,2010,2010,2010-836
36906094,병곡094,5000,2010-11-24,0,2009,2010,2010,2010-836
36906095,병곡095,5000,2010-11-24,0,2009,2010,2010,2010-836
36906096,병곡096,5000,2010-11-24,0,2009,2010,2010,2010-836
36906099,병곡099,5000,2010-11-24,0,2009,2010,2010,2010-836
36909001,청송001,5000,2010-12-24,0,2009,2010,2010,2010-953
36909002,청송002,5000,2010-12-24,0,2009,2010,2010,2010-953
36909003,청송003,5000,2010-12-24,0,2009,2010,2010,2010-953
36909004,청송004,5000,2010-12-24,0,2009,2010,2010,2010-953
36909005,청송005,5000,2010-12-24,0,2009,2010,2010,2010-953
36909006,청송006,5000,2010-12-24,0,2009,2010,2010,2010-953
36909007,청송007,5000,2010-12-24,0,2009,2010,2010,2010-953
36909008,청송008,5000,2010-12-24,0,2009,2010,2010,2010-953
36909009,청송009,5000,2010-12-24,0,2009,2010,2010,2010-953
36909010,청송010,5000,2010-12-24,0,2009,2010,2010,2010-953
36909011,청송011,5000,2010-12-24,0,2009,2010,2010,2010-953
36909012,청송012,5000,2010-12-24,0,2009,2010,2010,2010-953
36909013,청송013,5000,2010-12-24,0,2009,2010,2010,2010-953
36909014,청송014,5000,2010-12-24,0,2009,2010,2010,2010-953
36909015,청송015,5000,2010-12-24,0,2009,2010,2010,2010-953
36909016,청송016,5000,2010-12-24,0,2009,2010,2010,2010-953
36909017,청송017,5000,2010-12-24,0,2009,2010,2010,2010-953
36909018,청송018,5000,2010-12-24,0,2009,2010,2010,2010-953
36909019,청송019,5000,2010-12-24,0,2009,2010,2010,2010-953
36909020,청송020,5000,2010-12-24,0,2009,2010,2010,2010-953
36909021,청송021,5000,2010-12-24,0,2009,2010,2010,2010-953
36909022,청송022,5000,2010-12-24,0,2009,2010,2010,2010-953
36909023,청송023,5000,2010-12-24,0,2009,2010,2010,2010-953
36909024,청송024,5000,2010-12-24,0,2009,2010,2010,2010-953
36909025,청송025,5000,2010-12-24,0,2009,2010,2010,2010-953
36909026,청송026,5000,2010-12-24,0,2009,2010,2010,2010-953
36909027,청송027,5000,2010-12-24,0,2009,2010,2010,2010-953
36909028,청송028,5000,2010-12-24,0,2009,2010,2010,2010-953
36909029,청송029,5000,2010-12-24,0,2009,2010,2010,2010-953
36909030,청송030,5000,2010-12-24,0,2009,2010,2010,2010-953
36909031,청송031,5000,2010-12-24,0,2009,2010,2010,2010-953
36909032,청송032,5000,2010-12-24,0,2009,2010,2010,2010-953
36909033,청송033,5000,2010-12-24,0,2009,2010,2010,2010-953
36812040,길안040,5000,2010-12-24,0,2009,2010,2010,2010-953
36812041,길안041,5000,2010-12-24,0,2009,2010,2010,2010-953
36812042,길안042,5000,2010-12-24,0,2009,2010,2010,2010-953
36812043,길안043,5000,2010-12-24,0,2009,2010,2010,2010-953
36812044,길안044,5000,2010-12-24,0,2009,2010,2010,2010-953
36812045,길안045,5000,2010-12-24,0,2009,2010,2010,2010-953
36812046,길안046,5000,2010-12-24,0,2009,2010,2010,2010-953
36812047,길안047,5000,2010-12-24,0,2009,2010,2010,2010-953
36812048,길안048,5000,2010-12-24,0,2009,2010,2010,2010-953
36812049,길안049,5000,2010-12-24,0,2009,2010,2010,2010-953
36812050,길안050,5000,2010-12-24,0,2009,2010,2010,2010-953
36812051,길안051,5000,2010-12-24,0,2009,2010,2010,2010-953
36812052,길안052,5000,2010-12-24,0,2009,2010,2010,2010-953
36812053,길안053,5000,2010-12-24,0,2009,2010,2010,2010-953
36812054,길안054,5000,2010-12-24,0,2009,2010,2010,2010-953
36812055,길안055,5000,2010-12-24,0,2009,2010,2010,2010-953
36812056,길안056,5000,2010-12-24,0,2009,2010,2010,2010-953
36812057,길안057,5000,2010-12-24,0,2009,2010,2010,2010-953
36812058,길안058,5000,2010-12-24,0,2009,2010,2010,2010-953
36812059,길안059,5000,2010-12-24,0,2009,2010,2010,2010-953
36812060,길안060,5000,2010-12-24,0,2009,2010,2010,2010-953
36812061,길안061,5000,2010-12-24,0,2009,2010,2010,2010-953
36812062,길안062,5000,2010-12-24,0,2009,2010,2010,2010-953
36812063,길안063,5000,2010-12-24,0,2009,2010,2010,2010-953
36812064,길안064,5000,2010-12-24,0,2009,2010,2010,2010-953
36812065,길안065,5000,2010-12-24,0,2009,2010,2010,2010-953
36812066,길안066,5000,2010-12-24,0,2009,2010,2010,2010-953
36812067,길안067,5000,2010-12-24,0,2009,2010,2010,2010-953
36812068,길안068,5000,2010-12-24,0,2009,2010,2010,2010-953
36812069,길안069,5000,2010-12-24,0,2009,2010,2010,2010-953
36812070,길안070,5000,2010-12-24,0,2009,2010,2010,2010-953
36812071,길안071,5000,2010-12-24,0,2009,2010,2010,2010-953
36812073,길안073,5000,2010-12-24,0,2009,2010,2010,2010-953
36812074,길안074,5000,2010-12-24,0,2009,2010,2010,2010-953
36812075,길안075,5000,2010-12-24,0,2009,2010,2010,2010-953
36812076,길안076,5000,2010-12-24,0,2009,2010,2010,2010-953
36812077,길안077,5000,2010-12-24,0,2009,2010,2010,2010-953
36812078,길안078,5000,2010-12-24,0,2009,2010,2010,2010-953
36812079,길안079,5000,2010-12-24,0,2009,2010,2010,2010-953
36812080,길안080,5000,2010-12-24,0,2009,2010,2010,2010-953
36812081,길안081,5000,2010-12-24,0,2009,2010,2010,2010-953
36812082,길안082,5000,2010-12-24,0,2009,2010,2010,2010-953
36812083,길안083,5000,2010-12-24,0,2009,2010,2010,2010-953
36812084,길안084,5000,2010-12-24,0,2009,2010,2010,2010-953
36812085,길안085,5000,2010-12-24,0,2009,2010,2010,2010-953
36812086,길안086,5000,2010-12-24,0,2009,2010,2010,2010-953
36812087,길안087,5000,2010-12-24,0,2009,2010,2010,2010-953
36812088,길안088,5000,2010-12-24,0,2009,2010,2010,2010-953
36812089,길안089,5000,2010-12-24,0,2009,2010,2010,2010-953
36812090,길안090,5000,2010-12-24,0,2009,2010,2010,2010-953
36812091,길안091,5000,2010-12-24,0,2009,2010,2010,2010-953
36812092,길안092,5000,2010-12-24,0,2009,2010,2010,2010-953
34603096,영암096,5000,2010-01-19,3,2008,2009,2009,2010-52
34603097,영암097,5000,2010-01-19,3,2008,2009,2009,2010-52
34603098,영암098,5000,2010-01-19,3,2008,2009,2009,2010-52
34603099,영암099,5000,2010-01-19,3,2008,2009,2009,2010-52
34603100,영암100,5000,2010-01-19,3,2008,2009,2009,2010-52
34604001,청풍001,5000,2010-01-19,3,2008,2009,2009,2010-52
34604002,청풍002,5000,2010-01-19,3,2008,2009,2009,2010-52
34604003,청풍003,5000,2010-01-19,3,2008,2009,2009,2010-52
34604004,청풍004,5000,2010-01-19,3,2008,2009,2009,2010-52
34604005,청풍005,5000,2010-01-19,3,2008,2009,2009,2010-52
34604006,청풍006,5000,2010-01-19,3,2008,2009,2009,2010-52
34604007,청풍007,5000,2010-01-19,3,2008,2009,2009,2010-52
34604008,청풍008,5000,2010-01-19,3,2008,2009,2009,2010-52
34604010,청풍010,5000,2010-01-19,3,2008,2009,2009,2010-52
34604011,청풍011,5000,2010-01-19,3,2008,2009,2009,2010-52
34604012,청풍012,5000,2010-01-19,3,2008,2009,2009,2010-52
34604013,청풍013,5000,2010-01-19,3,2008,2009,2009,2010-52
34604014,청풍014,5000,2010-01-19,3,2008,2009,2009,2010-52
34604015,청풍015,5000,2010-01-19,3,2008,2009,2009,2010-52
34604016,청풍016,5000,2010-01-19,3,2008,2009,2009,2010-52
34604017,청풍017,5000,2010-01-19,3,2008,2009,2009,2010-52
34604018,청풍018,5000,2010-01-19,3,2008,2009,2009,2010-52
34604020,청풍020,5000,2010-01-19,3,2008,2009,2009,2010-52
34604022,청풍022,5000,2010-01-19,3,2008,2009,2009,2010-52
34604023,청풍023,5000,2010-01-19,3,2008,2009,2009,2010-52
34604024,청풍024,5000,2010-01-19,3,2008,2009,2009,2010-52
34604025,청풍025,5000,2010-01-19,3,2008,2009,2009,2010-52
34604026,청풍026,5000,2010-01-19,3,2008,2009,2009,2010-52
34604027,청풍027,5000,2010-01-19,3,2008,2009,2009,2010-52
34604028,청풍028,5000,2010-01-19,3,2008,2009,2009,2010-52
34604032,청풍032,5000,2010-01-19,3,2008,2009,2009,2010-52
34604033,청풍033,5000,2010-01-19,3,2008,2009,2009,2010-52
34604034,청풍034,5000,2010-01-19,3,2008,2009,2009,2010-52
34604035,청풍035,5000,2010-01-19,3,2008,2009,2009,2010-52
34604036,청풍036,5000,2010-01-19,3,2008,2009,2009,2010-52
34604037,청풍037,5000,2010-01-19,3,2008,2009,2009,2010-52
34604038,청풍038,5000,2010-01-19,3,2008,2009,2009,2010-52
34604039,청풍039,5000,2010-01-19,3,2008,2009,2009,2010-52
34604042,청풍042,5000,2010-01-19,3,2008,2009,2009,2010-52
34604043,청풍043,5000,2010-01-19,3,2008,2009,2009,2010-52
34604044,청풍044,5000,2010-01-19,3,2008,2009,2009,2010-52
34604045,청풍045,5000,2010-01-19,3,2008,2009,2009,2010-52
34604046,청풍046,5000,2010-01-19,3,2008,2009,2009,2010-52
34604047,청풍047,5000,2010-01-19,3,2008,2009,2009,2010-52
34604048,청풍048,5000,2010-01-19,3,2008,2009,2009,2010-52
34604049,청풍049,5000,2010-01-19,3,2008,2009,2009,2010-52
34604051,청풍051,5000,2010-01-19,3,2008,2009,2009,2010-52
34604052,청풍052,5000,2010-01-19,3,2008,2009,2009,2010-52
34604053,청풍053,5000,2010-01-19,3,2008,2009,2009,2010-52
34604054,청풍054,5000,2010-01-19,3,2008,2009,2009,2010-52
34604055,청풍055,5000,2010-01-19,3,2008,2009,2009,2010-52
34604056,청풍056,5000,2010-01-19,3,2008,2009,2009,2010-52
34604057,청풍057,5000,2010-01-19,3,2008,2009,2009,2010-52
34604058,청풍058,5000,2010-01-19,3,2008,2009,2009,2010-52
34604059,청풍059,5000,2010-01-19,3,2008,2009,2009,2010-52
34604061,청풍061,5000,2010-01-19,3,2008,2009,2009,2010-52
34604062,청풍062,5000,2010-01-19,3,2008,2009,2009,2010-52
36812096,길안096,5000,2010-12-24,0,2009,2010,2010,2010-953
36812097,길안097,5000,2010-12-24,0,2009,2010,2010,2010-953
36812098,길안098,5000,2010-12-24,0,2009,2010,2010,2010-953
36812099,길안099,5000,2010-12-24,0,2009,2010,2010,2010-953
36812100,길안100,5000,2010-12-24,0,2009,2010,2010,2010-953
36813001,김천001,5000,2010-11-24,0,2009,2010,2010,2010-836
36813002,김천002,5000,2010-11-24,0,2009,2010,2010,2010-836
36813003,김천003,5000,2010-11-24,0,2009,2010,2010,2010-836
36813005,김천005,5000,2010-11-24,0,2009,2010,2010,2010-836
36906007,병곡007,5000,2007-01-16,3,2006,2006,2006,2007-37
36906008,병곡008,5000,2010-01-14,3,2005,2009,2009,2010-47
36906009,병곡009,5000,2010-01-14,3,2005,2009,2009,2010-47
36906010,병곡010,5000,2007-01-16,3,2006,2006,2006,2007-37
36906011,병곡011,5000,2007-01-16,3,2006,2006,2006,2007-37
36906012,병곡012,5000,2007-01-16,3,2006,2006,2006,2007-37
36906013,병곡013,5000,2007-01-16,3,2006,2006,2006,2007-37
36906014,병곡014,5000,2007-01-16,3,2006,2006,2006,2007-37
36906015,병곡015,5000,2009-02-19,3,2005,2008,2008,2009-137
36906016,병곡016,5000,2007-01-16,3,2006,2006,2006,2007-37
36906017,병곡017,5000,2007-01-16,3,2006,2006,2006,2007-37
36906018,병곡018,5000,2010-01-14,3,2005,2009,2009,2010-47
36906019,병곡019,5000,2007-01-16,3,2006,2006,2006,2007-37
36906020,병곡020,5000,2007-01-16,3,2006,2006,2006,2007-37
36906021,병곡021,5000,2007-01-16,3,2006,2006,2006,2007-37
36906022,병곡022,5000,2007-01-16,3,2006,2006,2006,2007-37
36906023,병곡023,5000,2007-01-16,3,2006,2006,2006,2007-37
36906024,병곡024,5000,2007-01-16,3,2006,2006,2006,2007-37
36906025,병곡025,5000,2007-01-16,3,2006,2006,2006,2007-37
36906026,병곡026,5000,2007-01-16,3,2006,2006,2006,2007-37
36906027,병곡027,5000,2007-01-16,3,2006,2006,2006,2007-37
36906028,병곡028,5000,2010-01-14,3,2005,2009,2009,2010-47
36906029,병곡029,5000,2007-01-16,3,2006,2006,2006,2007-37
36906030,병곡030,5000,2007-01-16,3,2006,2006,2006,2007-37
36906031,병곡031,5000,2007-01-16,3,2006,2006,2006,2007-37
36906032,병곡032,5000,2007-01-16,3,2006,2006,2006,2007-37
36906033,병곡033,5000,2007-01-16,3,2006,2006,2006,2007-37
36906034,병곡034,5000,2007-01-16,3,2006,2006,2006,2007-37
36906035,병곡035,5000,2007-01-16,3,2006,2006,2006,2007-37
36906036,병곡036,5000,2007-01-16,3,2006,2006,2006,2007-37
36906037,병곡037,5000,2007-01-16,3,2006,2006,2006,2007-37
36906038,병곡038,5000,2010-01-14,3,2005,2009,2009,2010-47
36906039,,5000,2010-01-19,3,2008,2009,2009,2010-52
36906041,병곡041,5000,2007-01-16,3,2006,2006,2006,2007-37
36906042,병곡042,5000,2007-01-16,3,2006,2006,2006,2007-37
36906043,병곡043,5000,2007-01-16,3,2006,2006,2006,2007-37
36906044,병곡044,5000,2007-01-16,3,2006,2006,2006,2007-37
36906045,병곡045,5000,2007-01-16,3,2006,2006,2006,2007-37
36906046,병곡046,5000,2007-01-16,3,2006,2006,2006,2007-37
36906047,병곡047,5000,2010-01-14,3,2005,2009,2009,2010-47
36906048,병곡048,5000,2010-01-14,3,2005,2009,2009,2010-47
36906051,병곡051,5000,2007-01-16,3,2006,2006,2006,2007-37
36906052,병곡052,5000,2007-01-16,3,2006,2006,2006,2007-37
36906053,병곡053,5000,2009-02-19,3,2005,2008,2008,2009-137
36906054,병곡054,5000,2007-01-16,3,2006,2006,2006,2007-37
36906055,병곡055,5000,2007-01-16,3,2006,2006,2006,2007-37
36906056,병곡056,5000,2007-01-16,3,2006,2006,2006,2007-37
36906057,병곡057,5000,2010-01-14,3,2005,2009,2009,2010-47
36906061,병곡061,5000,2007-01-16,3,2006,2006,2006,2007-37
36906062,병곡062,5000,2007-01-16,3,2006,2006,2006,2007-37
36906063,병곡063,5000,2009-02-19,3,2005,2008,2008,2009-137
36906064,병곡064,5000,2007-01-16,3,2006,2006,2006,2007-37
36906065,병곡065,5000,2007-01-16,3,2006,2006,2006,2007-37
36906066,병곡066,5000,2010-01-14,3,2005,2009,2009,2010-47
