도엽번호,도엽명,축척,고시일자,지도종류,촬영연도,조사연도,제작연도,고시번호
36706037,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706038,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706039,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706040,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706041,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706042,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706043,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706044,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706045,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706046,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706047,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706048,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706049,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706050,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706051,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706052,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706053,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706054,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706055,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706056,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706057,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706058,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706059,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706060,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706061,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706062,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706063,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706064,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706065,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706066,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706067,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706068,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706069,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706070,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706071,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706072,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706073,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706074,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706075,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706076,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706077,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706078,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706079,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706080,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706081,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706084,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706085,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706086,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706087,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706088,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706089,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706090,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706091,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706096,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706097,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706098,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706099,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36706100,청주,5000,2011-12-26,0,2010,2011,2011,2011-1080
36707001,미원001,5000,2011-12-26,0,2010,2011,,2011-1080
36707002,미원002,5000,2011-12-26,0,2010,2011,,2011-1080
36707003,미원003,5000,2011-12-26,0,2010,2011,,2011-1080
36707004,미원004,5000,2011-12-26,0,2010,2011,,2011-1080
36707005,미원005,5000,2011-12-26,0,2010,2011,,2011-1080
36707006,미원006,5000,2011-12-26,0,2010,2011,,2011-1080
36707007,미원007,5000,2011-12-26,0,2010,2011,,2011-1080
36707008,미원008,5000,2011-12-26,0,2010,2011,,2011-1080
36707009,미원009,5000,2011-12-26,0,2010,2011,,2011-1080
36707010,미원010,5000,2011-12-26,0,2010,2011,,2011-1080
36707011,미원011,5000,2011-12-26,0,2010,2011,,2011-1080
36707012,미원012,5000,2011-12-26,0,2010,2011,,2011-1080
36707013,미원013,5000,2011-12-26,0,2010,2011,,2011-1080
36707014,미원014,5000,2011-12-26,0,2010,2011,,2011-1080
36707015,미원015,5000,2011-12-26,0,2010,2011,,2011-1080
36707016,미원016,5000,2011-12-26,0,2010,2011,,2011-1080
36707017,미원017,5000,2011-12-26,0,2010,2011,,2011-1080
36707018,미원018,5000,2011-12-26,0,2010,2011,,2011-1080
36712095,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36712096,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36712097,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36712098,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36712099,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36712100,관기,5000,2011-12-26,0,2010,2011,2011,2011-1080
36713001,논산,5000,2011-12-26,0,2010,2011,2011,2011-1080
36713002,논산,5000,2011-12-26,0,2010,2011,2011,2011-1080
36713003,논산,5000,2011-12-26,0,2010,2011,2011,2011-1080
36713004,논산,5000,2011-12-26,0,2010,2011,2011,2011-1080
36807064,안동064,5000,2007-01-16,3,2006,2006,2006,2007-37
36807065,안동065,5000,2009-02-19,3,2005,2008,2008,2009-137
36807066,안동066,5000,2007-01-16,3,2006,2006,2006,2007-37
36709019,공주019,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709021,공주021,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709022,공주022,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709025,공주025,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709026,공주026,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709031,공주031,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709034,공주034,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709035,공주035,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709036,공주036,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709037,공주037,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709038,공주038,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709039,공주039,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709040,공주040,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709041,공주041,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709043,공주043,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709044,공주044,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709045,공주045,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709046,공주046,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709047,공주047,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709048,공주048,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709049,공주049,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709050,공주050,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709051,공주051,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709052,공주052,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709053,공주053,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709054,공주054,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709055,공주055,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709056,공주056,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709057,공주057,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709058,공주058,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709059,공주059,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709060,공주060,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709061,공주061,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709062,공주062,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709063,공주063,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709064,공주064,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709065,공주065,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709066,공주066,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709067,공주067,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709068,공주068,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709069,공주069,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709070,공주070,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709071,공주071,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709072,공주072,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709073,공주073,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709074,공주074,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709075,공주075,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709076,공주076,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709077,공주077,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709078,공주078,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709079,공주079,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709080,공주080,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709081,공주081,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709082,공주082,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709083,공주083,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709084,공주084,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709085,공주085,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709086,공주086,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709087,공주087,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709088,공주088,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709089,공주089,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709090,공주090,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709091,공주091,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709092,공주092,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709093,공주093,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709094,공주094,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709095,공주095,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709096,공주096,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709097,공주097,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709098,공주098,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709099,공주099,5000,2011-12-26,0,2010,2011,2011,2011-1080
36709100,공주100,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711001,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711002,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711003,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711004,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711005,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711006,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711007,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711008,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711009,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711010,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711011,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711012,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711013,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711014,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711015,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711016,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711017,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711018,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711019,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711020,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711021,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711022,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711023,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711024,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711025,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711026,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711027,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711028,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711029,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711030,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711031,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711032,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
36711033,보은,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612012,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612013,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612014,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612015,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612016,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612017,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612018,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612019,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
35612020,담양,5000,2011-12-26,0,2010,2011,2011,2011-1080
376121690,안양1690,1000,2006-12-29,0,2006,2006,2006,2006-755
376121691,안양1691,1000,2006-12-29,0,2006,2006,2006,2006-755
376121692,안양1692,1000,2006-12-29,0,2006,2006,2006,2006-755
376121693,안양1693,1000,2006-12-29,0,2006,2006,2006,2006-755
376121694,안양1694,1000,2006-12-29,0,2006,2006,2006,2006-755
376121695,안양1695,1000,2006-12-29,0,2006,2006,2006,2006-755
376121696,안양1696,1000,2006-12-29,0,2006,2006,2006,2006-755
376121697,안양1697,1000,2006-12-29,0,2006,2006,2006,2006-755
376121698,안양1698,1000,2006-12-29,0,2006,2006,2006,2006-755
376121699,안양1699,1000,2006-12-29,0,2006,2006,2006,2006-755
376121700,안양1700,1000,2006-12-29,0,2006,2006,2006,2006-755
376121701,안양1701,1000,2006-12-29,0,2006,2006,2006,2006-755
376121702,안양1702,1000,2006-12-29,0,2006,2006,2006,2006-755
376121703,안양1703,1000,2006-12-29,0,2006,2006,2006,2006-755
376121704,안양1704,1000,2006-12-29,0,2006,2006,2006,2006-755
376121711,안양1711,1000,2006-12-29,0,2006,2006,2006,2006-755
376121712,안양1712,1000,2006-12-29,0,2006,2006,2006,2006-755
376121713,안양1713,1000,2006-12-29,0,2006,2006,2006,2006-755
376121714,안양1714,1000,2006-12-29,0,2006,2006,2006,2006-755
376121721,안양1721,1000,2006-12-29,0,2006,2006,2006,2006-755
376121722,안양1722,1000,2006-12-29,0,2006,2006,2006,2006-755
376121723,안양1723,1000,2006-12-29,0,2006,2006,2006,2006-755
376121724,안양1724,1000,2006-12-29,0,2006,2006,2006,2006-755
376121731,안양1731,1000,2006-12-29,0,2006,2006,2006,2006-755
376121732,안양1732,1000,2006-12-29,0,2006,2006,2006,2006-755
376121733,안양1733,1000,2006-12-29,0,2006,2006,2006,2006-755
376121734,안양1734,1000,2006-12-29,0,2006,2006,2006,2006-755
376121741,안양1741,1000,2006-12-29,0,2006,2006,2006,2006-755
376121742,안양1742,1000,2006-12-29,0,2006,2006,2006,2006-755
376121743,안양1743,1000,2006-12-29,0,2006,2006,2006,2006-755
376121744,안양1744,1000,2006-12-29,0,2006,2006,2006,2006-755
376121751,안양1751,1000,2006-12-29,0,2006,2006,2006,2006-755
376121752,안양1752,1000,2006-12-29,0,2006,2006,2006,2006-755
376121753,안양1753,1000,2006-12-29,0,2006,2006,2006,2006-755
376121754,안양1754,1000,2006-12-29,0,2006,2006,2006,2006-755
376121761,안양1761,1000,2006-12-29,0,2006,2006,2006,2006-755
376121762,안양1762,1000,2006-12-29,0,2006,2006,2006,2006-755
376121763,안양1763,1000,2006-12-29,0,2006,2006,2006,2006-755
376121764,안양1764,1000,2006-12-29,0,2006,2006,2006,2006-755
376121771,안양1771,1000,2006-12-29,0,2006,2006,2006,2006-755
376121772,안양1772,1000,2006-12-29,0,2006,2006,2006,2006-755
376121773,안양1773,1000,2006-12-29,0,2006,2006,2006,2006-755
NJ5208,속초,250000,2010-01-14,0,,2009,2009,2010-47
NK5112,신의주,250000,2010-01-14,0,,2009,2009,2010-47
NJ5104,평양,250000,2010-01-14,0,,2009,2009,2010-47
NK5112,회령,250000,2010-01-14,0,,2009,2009,2010-47
376121774,안양1774,1000,2006-12-29,0,2006,2006,2006,2006-755
376121775,안양1775,1000,2006-12-29,0,2006,2006,2006,2006-755
376121776,안양1776,1000,2006-12-29,0,2006,2006,2006,2006-755
376121777,안양1777,1000,2006-12-29,0,2006,2006,2006,2006-755
376121778,안양1778,1000,2006-12-29,0,2006,2006,2006,2006-755
376121779,안양1779,1000,2006-12-29,0,2006,2006,2006,2006-755
376121780,안양1780,1000,2006-12-29,0,2006,2006,2006,2006-755
376121781,안양1781,1000,2006-12-29,0,2006,2006,2006,2006-755
376121782,안양1782,1000,2006-12-29,0,2006,2006,2006,2006-755
33611030,서귀030,5000,2010-01-19,0,2008,2009,2009,2010-52
NI5201,광주,250000,2010-12-31,0,2010,2010,2010,2010-983
NI5202,부산,250000,2010-12-31,0,2010,2010,2010,2010-983
NI5205,목포,250000,2010-12-31,0,2010,2010,2010,2010-983
NI5206,여수,250000,2010-12-31,0,2010,2010,2010,2010-983
NI5209,제주,250000,2010-12-31,0,2010,2010,2010,2010-983
376150213,대부0213,1000,2008-12-30,0,2008,2008,2008,2008-875
376150214,대부0214,1000,2008-12-30,0,2008,2008,2008,2008-875
376150215,대부0215,1000,2008-12-30,0,2008,2008,2008,2008-875
376150216,대부0216,1000,2008-12-30,0,2008,2008,2008,2008-875
376150217,대부0217,1000,2008-12-30,0,2008,2008,2008,2008-875
376150218,대부0218,1000,2008-12-30,0,2008,2008,2008,2008-875
376150219,대부0219,1000,2008-12-30,0,2008,2008,2008,2008-875
376150220,대부0220,1000,2008-12-30,0,2008,2008,2008,2008-875
376150222,대부0222,1000,2008-12-30,0,2008,2008,2008,2008-875
376150223,대부0223,1000,2008-12-30,0,2008,2008,2008,2008-875
376150224,대부0224,1000,2008-12-30,0,2008,2008,2008,2008-875
376150225,대부0225,1000,2008-12-30,0,2008,2008,2008,2008-875
376150226,대부0226,1000,2008-12-30,0,2008,2008,2008,2008-875
376150227,대부0227,1000,2008-12-30,0,2008,2008,2008,2008-875
376150228,대부0228,1000,2008-12-30,0,2008,2008,2008,2008-875
376150229,대부0229,1000,2008-12-30,0,2008,2008,2008,2008-875
376150230,대부0230,1000,2008-12-30,0,2008,2008,2008,2008-875
376150231,대부0231,1000,2008-12-30,0,2008,2008,2008,2008-875
376150232,대부0232,1000,2008-12-30,0,2008,2008,2008,2008-875
376150233,대부0233,1000,2008-12-30,0,2008,2008,2008,2008-875
376150234,대부0234,1000,2008-12-30,0,2008,2008,2008,2008-875
376150235,대부0235,1000,2008-12-30,0,2008,2008,2008,2008-875
376150236,대부0236,1000,2008-12-30,0,2008,2008,2008,2008-875
376150237,대부0237,1000,2008-12-30,0,2008,2008,2008,2008-875
376150238,대부0238,1000,2008-12-30,0,2008,2008,2008,2008-875
376150239,대부0239,1000,2008-12-30,0,2008,2008,2008,2008-875
376150240,대부0240,1000,2008-12-30,0,2008,2008,2008,2008-875
376150241,대부0241,1000,2008-12-30,0,2008,2008,2008,2008-875
376150242,대부0242,1000,2008-12-30,0,2008,2008,2008,2008-875
376150243,대부0243,1000,2008-12-30,0,2008,2008,2008,2008-875
376150244,대부0244,1000,2008-12-30,0,2008,2008,2008,2008-875
376150245,대부0245,1000,2008-12-30,0,2008,2008,2008,2008-875
376150246,대부0246,1000,2008-12-30,0,2008,2008,2008,2008-875
376150247,대부0247,1000,2008-12-30,0,2008,2008,2008,2008-875
376150248,대부0248,1000,2008-12-30,0,2008,2008,2008,2008-875
376150249,대부0249,1000,2008-12-30,0,2008,2008,2008,2008-875
376150250,대부0250,1000,2008-12-30,0,2008,2008,2008,2008-875
376150251,대부0251,1000,2008-12-30,0,2008,2008,2008,2008-875
376150252,대부0252,1000,2008-12-30,0,2008,2008,2008,2008-875
376150253,대부0253,1000,2008-12-30,0,2008,2008,2008,2008-875
376150254,대부0254,1000,2008-12-30,0,2008,2008,2008,2008-875
376150255,대부0255,1000,2008-12-30,0,2008,2008,2008,2008-875
376150256,대부0256,1000,2008-12-30,0,2008,2008,2008,2008-875
376150257,대부0257,1000,2008-12-30,0,2008,2008,2008,2008-875
376150258,대부0258,1000,2008-12-30,0,2008,2008,2008,2008-875
376150259,대부0259,1000,2008-12-30,0,2008,2008,2008,2008-875
376150260,대부0260,1000,2008-12-30,0,2008,2008,2008,2008-875
376150262,대부0262,1000,2008-12-30,0,2008,2008,2008,2008-875
376150263,대부0263,1000,2008-12-30,0,2008,2008,2008,2008-875
376150264,대부0264,1000,2008-12-30,0,2008,2008,2008,2008-875
376150265,대부0265,1000,2008-12-30,0,2008,2008,2008,2008-875
376150266,대부0266,1000,2008-12-30,0,2008,2008,2008,2008-875
376150268,대부0268,1000,2008-12-30,0,2008,2008,2008,2008-875
367060988,청주0988,1000,2007-11-01,0,2007,2007,2007,2007-565
367060989,청주0989,1000,2006-12-29,0,2006,2006,2006,2006-755
367060990,청주0990,1000,2006-12-29,0,2006,2006,2006,2006-755
367060994,청주0994,1000,2007-11-01,0,2007,2007,2007,2007-565
367060995,청주0995,1000,2006-12-29,0,2006,2006,2006,2006-755
367060996,청주0996,1000,2006-12-29,0,2006,2006,2006,2006-755
367060997,청주0997,1000,2006-12-29,0,2006,2006,2006,2006-755
367060998,청주0998,1000,2006-12-29,0,2006,2006,2006,2006-755
367060999,청주0999,1000,2006-12-29,0,2006,2006,2006,2006-755
367061000,청주1000,1000,2006-12-29,0,2006,2006,2006,2006-755
367061055,청주1055,1000,2006-12-29,0,2006,2006,2006,2006-755
367061056,청주1056,1000,2006-12-29,0,2006,2006,2006,2006-755
367061057,청주1057,1000,2006-12-29,0,2006,2006,2006,2006-755
367061063,청주1063,1000,2006-12-29,0,2006,2006,2006,2006-755
367061064,청주1064,1000,2006-12-29,0,2006,2006,2006,2006-755
367061065,청주1065,1000,2006-12-29,0,2006,2006,2006,2006-755
367061066,청주1066,1000,2006-12-29,0,2006,2006,2006,2006-755
367061067,청주1067,1000,2006-12-29,0,2006,2006,2006,2006-755
367061068,청주1068,1000,2006-12-29,0,2006,2006,2006,2006-755
367061069,청주1069,1000,2006-12-29,0,2006,2006,2006,2006-755
367061070,청주1070,1000,2006-12-29,0,2006,2006,2006,2006-755
367061072,청주1072,1000,2006-12-29,0,2006,2006,2006,2006-755
367061073,청주1073,1000,2006-12-29,0,2006,2006,2006,2006-755
367061074,청주1074,1000,2006-12-29,0,2006,2006,2006,2006-755
367061075,청주1075,1000,2006-12-29,0,2006,2006,2006,2006-755
367061076,청주1076,1000,2006-12-29,0,2006,2006,2006,2006-755
367061077,청주1077,1000,2006-12-29,0,2006,2006,2006,2006-755
367061078,청주1078,1000,2006-12-29,0,2006,2006,2006,2006-755
367061079,청주1079,1000,2006-12-29,0,2006,2006,2006,2006-755
367061080,청주1080,1000,2006-12-29,0,2006,2006,2006,2006-755
367061081,청주1081,1000,2006-12-29,0,2006,2006,2006,2006-755
367061082,청주1082,1000,2006-12-29,0,2006,2006,2006,2006-755
367061083,청주1083,1000,2006-12-29,0,2006,2006,2006,2006-755
367061084,청주1084,1000,2006-12-29,0,2006,2006,2006,2006-755
367061085,청주1085,1000,2006-12-29,0,2006,2006,2006,2006-755
367061086,청주1086,1000,2006-12-29,0,2006,2006,2006,2006-755
367061087,청주1087,1000,2006-12-29,0,2006,2006,2006,2006-755
367061088,청주1088,1000,2006-12-29,0,2006,2006,2006,2006-755
367061089,청주1089,1000,2006-12-29,0,2006,2006,2006,2006-755
367061090,청주1090,1000,2006-12-29,0,2006,2006,2006,2006-755
367061091,청주1091,1000,2006-12-29,0,2006,2006,2006,2006-755
367061092,청주1092,1000,2006-12-29,0,2006,2006,2006,2006-755
367061093,청주1093,1000,2006-12-29,0,2006,2006,2006,2006-755
367061094,청주1094,1000,2006-12-29,0,2006,2006,2006,2006-755
367061095,청주1095,1000,2006-12-29,0,2006,2006,2006,2006-755
367061096,청주1096,1000,2006-12-29,0,2006,2006,2006,2006-755
367061097,청주1097,1000,2006-12-29,0,2006,2006,2006,2006-755
367061098,청주1098,1000,2006-12-29,0,2006,2006,2006,2006-755
367061099,청주1099,1000,2006-12-29,0,2006,2006,2006,2006-755
367061319,청주1319,1000,2007-11-01,0,2007,2007,2007,2007-565
367061320,청주1320,1000,2007-11-01,0,2007,2007,2007,2007-565
367061329,청주1329,1000,2007-11-01,0,2007,2007,2007,2007-565
367061330,청주1330,1000,2007-11-01,0,2007,2007,2007,2007-565
367061339,청주1339,1000,2007-11-01,0,2007,2007,2007,2007-565
367061340,청주1340,1000,2007-11-01,0,2007,2007,2007,2007-565
367061349,청주1349,1000,2007-11-01,0,2007,2007,2007,2007-565
367061350,청주1350,1000,2007-11-01,0,2007,2007,2007,2007-565
367061359,청주1359,1000,2007-11-01,0,2007,2007,2007,2007-565
367061360,청주1360,1000,2007-11-01,0,2007,2007,2007,2007-565
367061400,청주1400,1000,2006-12-29,0,2006,2006,2006,2006-755
367061404,청주1404,1000,2006-12-29,0,2006,2006,2006,2006-755
367061405,청주1405,1000,2006-12-29,0,2006,2006,2006,2006-755
367061406,청주1406,1000,2006-12-29,0,2006,2006,2006,2006-755
367061407,청주1407,1000,2006-12-29,0,2006,2006,2006,2006-755
367061408,청주1408,1000,2006-12-29,0,2006,2006,2006,2006-755
367061409,청주1409,1000,2006-12-29,0,2006,2006,2006,2006-755
367061410,청주1410,1000,2006-12-29,0,2006,2006,2006,2006-755
367061411,청주1411,1000,2007-11-01,0,2007,2007,2007,2007-565
367061412,청주1412,1000,2007-11-01,0,2007,2007,2007,2007-565
367061413,청주1413,1000,2007-11-01,0,2007,2007,2007,2007-565
367061414,청주1414,1000,2006-12-29,0,2006,2006,2006,2006-755
367061415,청주1415,1000,2006-12-29,0,2006,2006,2006,2006-755
367061416,청주1416,1000,2006-12-29,0,2006,2006,2006,2006-755
367061417,청주1417,1000,2006-12-29,0,2006,2006,2006,2006-755
367061418,청주1418,1000,2006-12-29,0,2006,2006,2006,2006-755
367061419,청주1419,1000,2006-12-29,0,2006,2006,2006,2006-755
367061420,청주1420,1000,2006-12-29,0,2006,2006,2006,2006-755
367061421,청주1421,1000,2007-11-01,0,2007,2007,2007,2007-565
367061422,청주1422,1000,2007-11-01,0,2007,2007,2007,2007-565
367061423,청주1423,1000,2007-11-01,0,2007,2007,2007,2007-565
367061424,청주1424,1000,2006-12-29,0,2006,2006,2006,2006-755
367061425,청주1425,1000,2006-12-29,0,2006,2006,2006,2006-755
367061426,청주1426,1000,2006-12-29,0,2006,2006,2006,2006-755
367061427,청주1427,1000,2006-12-29,0,2006,2006,2006,2006-755
367061428,청주1428,1000,2006-12-29,0,2006,2006,2006,2006-755
367061429,청주1429,1000,2006-12-29,0,2006,2006,2006,2006-755
